,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tournament:,Sony Open in Hawaii,,,"Last updated: 1/19/2026, 9:29:47 AM",,,,,,,,,,,,,,,,,,,,,,,
,Course:,Waialae Country Club,,,Found 120 players from API,,,,,,,,,,,,,,,,,,,,,,,
,Data Date:,2026-01-19 03:15:48 UTC,,,,,,,,,,,,,,,,,,,,,,,,,,
Performance Analysis,DG ID,Player Name,Model Rank,Finish Position,Score,SG Total,SG Total - Model,Driving Distance,Driving Distance - Model,Driving Accuracy,Driving Accuracy - Model,SG T2G,SG T2G - Model,SG Approach,SG Approach - Model,SG Around Green,SG Around Green - Model,SG OTT,SG OTT - Model,SG Putting,SG Putting - Model,Greens in Regulation,Greens in Regulation - Model,Fairway Proximity,Fairway Proximity - Model,Rough Proximity,Rough Proximity - Model,SG BS
↓ Approach | 📉 Rough Proximity: trend continuing (3.893) | 📉 Fairway Proximity: trend continuing (1.951) | 📈 SG Total: trend reversing (0.085),24766,"Kim, Tom",42,T61,-2,-0.268,-0.165,282.73,277.46,75.00%,63.76%,-0.395,0.037,-0.915,0.002,0.173,0.105,0.353,-0.070,0.123,0.104,63.89%,70.82%,35.23,4.75,0.00,8.64,0.000
↓ Finished worse than predicted | ↑ Driving | 📈 Driving Distance: trend continuing (26.453) | 📉 SG Total: trend continuing (0.331) | 📈 Greens in Regulation: trend continuing (0.060) | ↓ Below average performer,32457,"Keefer, Johnny",27,T61,-2,-0.268,-0.293,308.25,177.82,60.71%,48.19%,0.530,0.000,0.873,0.000,-0.828,0.000,0.480,0.000,-0.798,0.019,77.78%,41.79%,26.35,0.00,0.00,0.00,0.000
↓ Approach | 📉 Rough Proximity: trend continuing (1.012) | 📉 Fairway Proximity: trend continuing (0.768) | 📉 SG Total: trend continuing (0.259),17365,"Mitchell, Keith",43,T66,-1,-0.518,-0.680,304.45,315.34,62.50%,72.36%,-0.110,-0.010,-0.323,-0.024,-0.628,-0.004,0.840,0.018,-0.408,0.035,75.00%,74.33%,30.10,1.08,0.00,1.42,0.000
↑ Finished better than predicted | ↓ Below average performer,18586,"Smith, Jordan",102,T66,-1,-0.518,0.000,292.88,0.00,75.00%,0.00%,0.245,0.000,0.010,0.000,-0.398,0.000,0.628,0.000,-0.765,0.000,70.83%,0.00%,33.01,0.00,0.00,0.00,0.000
↑ Finished better than predicted | ↓ Approach | 📉 Rough Proximity: trend continuing (2.096) | 📉 Fairway Proximity: trend continuing (0.892),28469,"Highsmith, Joe",101,T66,-1,-0.518,-2.006,296.23,299.31,58.93%,79.66%,-0.623,-0.594,-0.190,-0.275,-0.630,-0.188,0.198,-0.130,0.105,-0.237,66.67%,68.49%,28.78,8.81,0.00,20.84,0.000
↓ Approach | 📉 Rough Proximity: trend continuing (1.428) | 📉 Fairway Proximity: trend continuing (0.987) | 📉 SG Total: trend continuing (0.056),16333,"Hubbard, Mark",73,T66,-1,-0.518,-1.008,289.50,277.40,46.43%,69.66%,-0.698,0.045,0.045,0.055,-0.005,-0.017,-0.738,0.007,0.178,-0.202,70.83%,64.72%,28.99,3.54,0.00,4.96,0.000
↓ Finished worse than predicted | ↓ Overall | 📉 SG Total: trend continuing (0.055) | ↓ Below average performer | ❌ Underperformed model prediction,19846,"Bauchou, Zach",15,70,N/A,-0.768,-0.657,293.43,0.00,51.79%,0.00%,-0.348,0.000,0.280,0.000,-0.558,0.000,-0.073,0.000,-0.423,0.000,73.61%,0.00%,27.75,0.00,0.00,0.00,0.000
↓ Approach | 📉 Rough Proximity: trend continuing (2.245) | 📉 Fairway Proximity: trend continuing (1.467) | 📉 SG Total: trend continuing (0.627),19840,"Ramey, Chad",97,T71,1,-1.018,-1.503,296.45,281.70,62.50%,69.24%,-1.055,0.074,-0.768,-0.022,-0.280,0.040,-0.010,0.056,0.038,-0.172,62.50%,63.42%,31.85,2.88,0.00,3.44,0.000
↑ Finished better than predicted | ↓ Approach | 📉 Rough Proximity: trend continuing (1.655) | 📉 Fairway Proximity: trend continuing (1.009) | 📈 SG Total: trend reversing (0.103),29770,"Mouw, William",115,T71,1,-1.018,0.287,295.15,314.87,58.93%,85.52%,-0.808,-0.122,0.715,-0.153,-0.708,0.006,-0.813,0.025,-0.210,-0.199,66.67%,83.55%,27.96,3.45,0.00,4.58,0.000
↓ Below average performer,28268,"Kaneko, Kota",57,73,3,-1.518,0.981,281.90,108.83,64.29%,73.17%,-2.203,0.000,-1.573,0.000,0.348,0.000,-0.980,0.000,0.685,0.000,61.11%,69.24%,36.76,0.00,0.00,0.00,0.000
↑ Approach | 📈 Rough Proximity: trend reversing (4.130) | 📈 Fairway Proximity: trend reversing (1.585) | 📉 SG Total: trend continuing (0.176),11276,"Horschel, Billy",71,74,4,-1.768,0.003,290.15,296.70,55.36%,73.11%,-1.120,-0.516,-0.380,0.474,-0.388,-0.201,-0.350,-0.789,-0.650,0.574,63.89%,73.10%,31.57,28.99,0.00,58.61,0.000
,21756,"Cole, Eric",29,CUT,N/A,-0.565,-0.075,286.60,273.69,50.00%,67.31%,0.370,0.006,-0.025,0.014,0.865,-0.003,-0.465,-0.005,-0.935,0.074,55.56%,68.92%,33.68,0.40,0.00,0.73,0.000
,15470,"Hossler, Beau",107,CUT,N/A,-0.565,-0.621,290.20,281.34,53.57%,61.70%,-0.790,-0.047,-0.985,-0.137,0.220,0.034,-0.030,0.055,0.220,0.086,55.56%,68.66%,32.54,2.06,0.00,4.44,0.000
,13872,"Bradley, Keegan",45,CUT,N/A,-0.565,-0.165,296.10,299.26,75.00%,71.16%,-0.455,-1.008,-1.005,0.063,-0.780,-0.683,1.330,-0.387,-0.110,0.843,69.44%,71.47%,30.73,30.50,0.00,49.14,0.000
,22985,"Smotherman, Austin",94,CUT,N/A,-0.565,0.501,289.00,0.00,50.00%,0.00%,0.080,0.000,0.890,0.000,-0.530,0.000,-0.280,0.000,-0.645,0.000,58.33%,0.00%,30.61,0.00,0.00,0.00,0.000
,26653,"Eckroat, Austin",47,CUT,N/A,-0.565,-0.389,287.12,310.51,64.29%,83.67%,-0.670,0.028,0.905,0.015,-0.830,0.001,-0.750,0.012,0.110,0.242,72.22%,73.98%,24.37,0.70,0.00,0.60,0.000
,22085,"Morikawa, Collin",6,CUT,N/A,-0.565,1.774,295.35,307.89,75.00%,72.63%,0.960,0.134,0.325,0.005,-0.435,0.005,1.070,0.123,-1.525,-0.109,72.22%,72.30%,25.20,5.06,0.00,7.75,0.000
,26657,"Fisk, Steven",70,CUT,N/A,-0.565,1.193,290.10,272.98,67.86%,54.39%,-0.990,0.049,-0.630,0.012,-0.760,0.044,0.410,-0.007,0.425,0.095,69.44%,65.18%,33.98,1.21,0.00,2.49,0.000
,22760,"Hisatsune, Ryo",100,CUT,N/A,-0.565,-1.380,295.10,269.20,60.71%,58.74%,0.530,0.021,-0.415,-0.008,0.485,-0.001,0.455,0.030,-1.095,-0.204,72.22%,65.85%,29.48,0.75,0.00,1.15,0.000
,12909,"Campos, Rafael",118,CUT,1,-1.065,-1.007,291.60,282.27,64.29%,57.94%,-1.625,-0.306,-2.105,-0.193,-0.020,-0.051,0.505,-0.062,0.555,0.158,69.44%,67.69%,35.45,5.75,0.00,9.93,0.000
,12423,"Kirk, Chris",4,CUT,1,-1.065,0.692,286.85,256.12,57.14%,56.59%,-0.150,1.531,0.495,1.110,-1.090,0.442,0.435,-0.022,-0.910,-0.651,75.00%,69.14%,30.67,22.87,0.00,23.89,0.000
,32330,"Clanton, Luke",87,CUT,1,-1.065,-0.448,291.25,285.91,57.14%,62.00%,0.520,-0.072,0.415,0.011,0.285,-0.048,-0.185,-0.034,-1.580,-0.059,75.00%,69.83%,27.85,2.72,0.00,6.53,0.000
,30620,"Chatfield, Davis",61,CUT,1,-1.065,1.344,282.15,0.00,75.00%,0.00%,-0.270,0.000,-0.755,0.000,0.185,0.000,0.300,0.000,-0.795,0.000,63.89%,0.00%,33.51,0.00,0.00,0.00,0.000
,23505,"McGreevy, Max",44,CUT,1,-1.065,1.990,295.25,264.70,71.43%,62.66%,0.795,0.038,1.275,0.007,-0.285,-0.010,-0.200,0.041,-1.855,0.299,80.56%,73.96%,24.25,0.97,0.00,0.61,0.000
,15756,"Higa, Kazuki",55,CUT,1,-1.065,1.205,280.85,287.95,60.71%,77.92%,-0.565,0.000,0.260,0.000,-0.335,0.000,-0.490,0.000,-0.500,0.000,61.11%,59.87%,27.65,0.00,0.00,0.00,0.000
,20722,"Schmid, Matti",111,CUT,1,-1.065,0.866,302.80,269.33,50.00%,56.25%,-0.990,0.000,-0.955,-0.002,0.280,-0.001,-0.320,0.003,-0.070,0.008,66.67%,59.35%,34.58,0.19,0.00,0.21,0.000
,17550,"Van Rooyen, Erik",82,CUT,1,-1.065,-2.750,299.75,302.64,64.29%,70.65%,-1.070,-0.499,-0.720,-0.480,-0.865,-0.008,0.520,-0.011,0.005,-0.254,66.67%,67.88%,33.62,13.22,0.00,13.50,0.000
,18628,"Campbell, Brian",84,CUT,1,-1.065,0.253,272.35,267.26,67.86%,74.03%,-0.770,-0.267,-0.680,-0.152,0.635,-0.048,-0.725,-0.066,-0.290,0.030,55.56%,59.16%,31.32,2.21,0.00,4.75,0.000
,25319,"VanDerLaan, John",15,CUT,1,-1.065,-0.468,290.05,0.00,71.43%,0.00%,0.200,0.000,0.645,0.000,-0.430,0.000,-0.025,0.000,-1.260,0.000,66.67%,0.00%,34.59,0.00,0.00,0.00,0.000
,21943,"Lebioda, Hank",22,CUT,2,-1.565,1.775,282.15,0.00,42.86%,0.00%,-0.870,0.000,-0.850,0.000,0.485,0.000,-0.500,0.000,-0.700,0.000,77.78%,0.00%,32.12,0.00,0.00,0.00,0.000
,14792,"Saddier, Adrien",37,CUT,2,-1.565,0.000,288.57,0.00,64.29%,0.00%,-1.925,0.000,-1.535,0.000,0.325,0.000,-0.710,0.000,0.355,0.000,47.22%,0.00%,35.37,0.00,0.00,0.00,0.000
,32081,"Nagasaki, Taisei",37,CUT,2,-1.565,0.000,296.25,0.00,71.43%,0.00%,-1.285,0.000,-1.320,0.000,-0.540,0.000,0.575,0.000,-0.285,0.000,63.89%,0.00%,32.08,0.00,0.00,0.00,0.000
,17786,"Davis, Cam",79,CUT,2,-1.565,0.000,297.60,0.00,53.57%,0.00%,-0.415,0.000,0.265,0.000,-0.315,0.000,-0.360,0.000,-1.155,0.000,69.44%,0.00%,29.47,0.00,0.00,0.00,0.000
,25003,"Walker, Danny",99,CUT,2,-1.565,-2.341,291.80,283.23,53.57%,58.51%,-0.525,-0.957,-0.445,-0.535,0.290,-0.136,-0.365,-0.285,-1.040,0.638,55.56%,55.24%,30.56,11.81,0.00,39.46,0.000
,16162,"Lee, Seung-taek",22,CUT,2,-1.565,2.058,289.20,0.00,39.29%,0.00%,-2.490,0.000,-1.745,0.000,-0.350,0.000,-0.395,0.000,0.920,0.000,52.78%,0.00%,38.51,0.00,0.00,0.00,0.000
,21883,"Ewart, A.J.",12,CUT,3,-2.065,3.102,295.10,0.00,57.14%,68.91%,-0.775,0.000,-0.785,0.000,-0.365,0.000,0.375,0.000,-1.295,0.000,63.89%,72.42%,32.88,0.00,0.00,0.00,0.000
,27183,"Salinda, Isaiah",108,CUT,3,-2.065,0.767,302.45,275.03,60.71%,59.58%,-0.790,0.138,-1.210,0.073,-0.250,-0.005,0.670,0.070,-1.275,-0.618,63.89%,62.35%,33.29,2.09,0.00,2.17,0.000
,12577,"Woodland, Gary",68,CUT,3,-2.065,-1.708,302.10,289.28,57.14%,69.10%,-1.445,0.150,-1.660,0.065,-0.820,-0.039,1.035,0.125,-0.620,0.060,63.89%,67.30%,30.41,3.90,0.00,5.49,0.000
,12808,"Grillo, Emiliano",9,CUT,3,-2.065,0.376,286.50,301.92,67.86%,88.46%,-0.600,0.015,0.130,-0.043,-0.380,-0.008,-0.350,0.066,-1.460,0.133,58.33%,79.54%,30.13,2.33,0.00,0.84,0.000
,17032,"Tosti, Alejandro",112,CUT,3,-2.065,2.770,301.15,0.00,53.57%,67.53%,-0.140,0.000,-0.570,0.000,0.545,0.000,-0.110,0.000,-1.925,0.000,66.67%,81.81%,30.67,0.00,0.00,0.00,0.000
,29197,"Brennan, Michael",10,CUT,4,-2.565,1.172,312.15,280.09,75.00%,59.06%,-1.215,0.091,-1.490,0.016,-0.450,0.013,0.720,0.062,-1.345,-0.046,63.89%,61.41%,33.59,0.91,0.00,2.09,0.000
,21074,"Nakajima, Keita",92,CUT,4,-2.565,0.247,293.95,292.81,53.57%,56.32%,-1.180,0.000,-0.675,0.000,-0.545,0.000,0.035,0.000,-1.380,0.000,69.44%,66.00%,36.95,0.00,0.00,0.00,0.000
,10047735,"Kozuma, Corey",37,CUT,4,-2.565,0.000,284.85,0.00,42.86%,0.00%,-1.680,0.000,-0.510,0.000,-0.120,0.000,-1.045,0.000,-0.885,0.000,69.44%,0.00%,45.74,0.00,0.00,0.00,0.000
,30814,"Sargent, Gordon",119,CUT,4,-2.565,-1.416,298.65,312.69,50.00%,80.34%,-1.505,-0.088,-0.410,-0.017,-0.975,0.080,-0.125,-0.152,-1.055,0.014,63.89%,75.45%,32.14,5.31,0.00,17.48,0.000
,14926,"Malnati, Peter",120,CUT,5,-3.065,-0.413,288.80,297.47,46.43%,26.02%,-4.420,-1.181,-1.915,0.668,-1.005,-0.724,-1.510,-1.125,1.360,0.768,63.89%,69.91%,35.92,28.65,0.00,42.71,0.000
,11676,"Finau, Tony",77,CUT,6,-3.565,0.000,299.20,0.00,57.14%,0.00%,-2.525,0.000,-1.920,0.000,0.050,0.000,-0.645,0.000,-1.045,0.000,52.78%,0.00%,34.18,0.00,0.00,0.00,0.000
,25475,"Nyholm, Pontus",60,CUT,6,-3.565,-1.391,285.80,0.00,32.14%,0.00%,-3.365,0.000,-1.970,0.000,0.720,0.000,-2.115,0.000,-0.200,0.000,55.56%,0.00%,44.03,0.00,0.00,0.00,0.000
,22833,"Echavarria, Nico",81,CUT,7,-4.065,0.456,288.65,262.82,50.00%,63.53%,-1.445,-0.003,-0.515,-0.001,-0.675,0.001,-0.260,-0.002,-2.615,0.495,66.67%,66.76%,30.77,0.08,0.00,0.14,0.000
,24956,"Blanchet, Chandler",26,CUT,7,-4.065,3.872,276.25,0.00,64.29%,0.00%,-1.800,0.000,0.100,0.000,-1.250,0.000,-0.650,0.000,-2.260,0.000,58.33%,0.00%,23.69,0.00,0.00,0.00,0.000
,21889,"Kang, Jeffrey",15,CUT,7,-4.065,0.198,287.50,0.00,42.86%,0.00%,-1.920,0.000,-0.125,0.000,-0.820,0.000,-0.975,0.000,-2.150,0.000,58.33%,0.00%,33.79,0.00,0.00,0.00,0.000
,32055,"Shipley, Neal",12,CUT,8,-4.565,2.267,300.45,0.00,60.71%,0.00%,-2.420,0.000,-1.500,0.000,-0.725,0.000,-0.195,0.000,-2.145,0.000,58.33%,0.00%,34.61,0.00,0.00,0.00,0.000
,16591,"Rozo, Marcelo",15,CUT,8,-4.565,1.665,282.50,0.00,57.14%,36.26%,-1.775,0.000,0.925,0.000,-1.135,0.000,-1.570,0.000,-2.785,0.000,69.44%,37.43%,31.42,0.00,0.00,0.00,0.000
,19477,"Schenk, Adam",78,CUT,8,-4.565,2.205,292.61,270.27,46.43%,60.37%,-2.695,0.003,-1.840,0.016,0.100,0.007,-0.955,-0.020,-1.870,-0.139,52.78%,63.80%,36.77,1.05,0.00,0.87,0.000
,30041790,"Cabello, Anson",37,CUT,8,-4.565,0.000,275.55,0.00,50.00%,0.00%,-4.755,0.000,-2.690,0.000,-0.290,0.000,-1.775,0.000,0.190,0.000,44.44%,0.00%,37.60,0.00,0.00,0.00,0.000
,24343,"Lamprecht, Christo",22,CUT,9,-5.065,1.964,299.70,0.00,46.43%,0.00%,-2.325,0.000,-1.230,0.000,-0.855,0.000,-0.245,0.000,-2.735,0.000,61.11%,0.00%,39.28,0.00,0.00,0.00,0.000
,21407,"Reitan, Kristoffer",104,CUT,15,-8.065,0.000,289.72,0.00,50.00%,0.00%,-4.750,0.000,-2.370,0.000,-1.850,0.000,-0.530,0.000,-3.315,0.000,55.56%,0.00%,34.15,0.00,0.00,0.00,0.000
,24223,"Sugiura, Yuta",91,WD,N/A,-3.285,1.335,287.32,0.00,64.00%,73.89%,-1.695,0.000,-0.605,0.000,-0.265,0.000,-0.830,0.000,-1.590,0.000,56.25%,64.40%,34.13,0.00,0.00,0.00,0.000
